,게시글번호,기준일,기준시간,확진자 수,격리해제 수,검사진행수,사망자 수,치료중 환자수,결과 음성 수,누적 검사 수,누적 검사 완료 수,누적 확진률,등록일시분초,수정일시분초
134,516,20210519,00:00,133469,123240,104494,1912,8317,9190679,9428642,9324148,1.4314337352,2021-05-19 09:39:48.186,2021-08-26 17:28:36.377
135,515,20210518,00:00,132815,122627,103413,1904,8284,9158773,9395001,9291588,1.4294112050,2021-05-18 09:41:35.393,2021-08-26 17:28:48.357
136,514,20210517,00:00,132287,122172,101804,1903,8212,9119206,9353297,9251493,1.4298989363,2021-05-17 09:39:34.169,2021-08-26 17:28:59.779
137,513,20210516,00:00,131668,121764,101663,1900,8004,9103280,9336611,9234948,1.4257578927,2021-05-16 09:26:31.589,2021-08-26 17:29:09.085
138,512,20210515,00:00,131058,121282,99216,1896,7880,9088817,9319091,9219875,1.4214726338,2021-05-15 09:38:53.579,2021-08-26 17:29:17.999
139,511,20210514,00:00,130377,120395,95208,1893,8089,9055703,9281288,9186080,1.4192887499,2021-05-14 09:44:47.494,2021-08-26 17:29:30.0
140,510,20210513,00:00,129630,119906,87517,1891,7833,9024003,9241150,9153633,1.4161590266,2021-05-13 09:41:10.7,2021-08-26 17:31:26.288
141,509,20210512,00:00,128915,119373,84279,1884,7658,8988342,9201536,9117257,1.4139669420,2021-05-12 09:38:47.792,2021-08-26 17:31:39.571
142,508,20210511,00:00,128281,118717,84628,1879,7685,8951374,9164283,9079655,1.4128400253,2021-05-11 09:39:41.186,2021-08-26 17:31:54.362
143,507,20210510,00:00,127771,117844,83398,1875,8052,8910889,9122058,9038660,1.4136055565,2021-05-10 09:36:30.35,2021-08-26 17:32:03.381
144,506,20210509,00:00,127308,117423,81280,1874,8011,8897182,9105770,9024490,1.4106946763,2021-05-09 09:38:01.137,2021-08-26 17:32:12.126
145,505,20210508,00:00,126744,116881,78259,1865,7998,8884162,9089165,9010906,1.4065622258,2021-05-08 09:37:54.141,2021-08-26 17:34:30.031
146,504,20210507,00:00,126043,116022,78896,1860,8161,8846414,9051353,8972457,1.4047768632,2021-05-07 09:38:57.839,2021-08-26 17:32:34.534
147,503,20210506,00:00,125518,115491,77055,1851,8176,8808418,9010991,8933936,1.4049574566,2021-05-06 09:34:55.519,2021-08-26 17:32:41.57
148,502,20210505,00:00,124944,114944,78995,1847,8153,8790129,8994068,8915073,1.4014916086,2021-05-05 09:37:42.237,2021-08-26 17:32:48.727
149,501,20210504,00:00,124268,114128,78096,1840,8300,8754790,8957154,8879058,1.3995628815,2021-05-04 09:46:01.635,2021-08-26 17:32:58.463
150,500,20210503,00:00,123727,113356,89022,1834,8537,8702576,8915325,8826303,1.4017986919,2021-05-03 09:31:59.949,2021-08-26 17:33:06.392
151,499,20210502,00:00,123239,112865,86607,1833,8541,8688387,8898233,8811626,1.3985954465,2021-05-02 09:23:20.57,2021-08-26 17:33:14.373
152,498,20210501,00:00,122633,112337,85212,1831,8465,8675542,8883387,8798175,1.3938458828,2021-05-01 09:17:27.172,2021-08-26 17:33:25.873
153,497,20210430,00:00,122006,111422,82511,1828,8756,8643774,8848291,8765780,1.3918441941,2021-04-30 09:33:44.165,2021-08-26 17:33:34.002
154,496,20210429,00:00,121345,110787,80392,1825,8733,8604036,8805773,8725381,1.3907129098,2021-04-29 09:32:46.339,2021-08-26 17:33:41.727
155,495,20210428,00:00,120666,110248,77166,1821,8597,8568659,8766491,8689325,1.3886694305,2021-04-28 09:33:01.863,2021-04-30 09:39:12.945
156,494,20210427,00:00,119897,109695,76508,1820,8382,8525203,8721608,8645100,1.3868781159,2021-04-27 09:34:47.417,2021-08-26 17:41:51.809
157,493,20210426,00:00,119385,108850,78084,1817,8718,8475508,8672977,8594893,1.3890225276,2021-04-26 09:42:14.75,2021-08-26 17:42:05.137
158,492,20210425,00:00,118886,108475,77560,1813,8598,8458344,8654790,8577230,1.3860651982,2021-04-25 09:52:50.626,2021-08-26 17:42:14.418
159,491,20210424,00:00,118242,107781,78269,1812,8649,8436412,8632923,8554654,1.3821950016,2021-04-24 09:38:23.778,2021-08-25 15:39:23.77
160,490,20210423,00:00,117457,107071,69939,1811,8575,8396134,8583530,8513591,1.3796410938,2021-04-23 09:51:40.55,2021-08-25 15:39:03.805
161,489,20210422,00:00,116660,106459,67139,1808,8393,8353706,8537505,8470366,1.3772722453,2021-04-22 09:31:58.246,2021-08-25 15:38:50.39
162,488,20210421,00:00,115925,105877,67211,1806,8242,8314458,8497594,8430383,1.3750858057,2021-04-21 09:36:56.675,2021-08-25 15:38:41.188
163,487,20210117,00:00,72328,58253,159385,1249,12826,4829566,5061279,4901894,1.4755113023,2021-01-17 15:27:58.692,2021-08-25 11:24:27.128
164,486,20210420,00:00,115194,105227,66590,1802,8165,8276808,8458592,8392002,1.3726641151,2021-04-20 09:34:02.801,2021-08-25 15:38:31.067
165,485,20210419,00:00,114645,104474,70763,1801,8370,8229413,8414821,8344058,1.3739717533,2021-04-19 09:39:21.483,2021-08-25 15:38:02.739
166,484,20210418,00:00,114113,104006,72191,1797,8310,8209762,8396066,8323875,1.3709119851,2021-04-18 09:30:44.979,2021-08-25 15:35:14.424
167,483,20210417,00:00,113442,103594,71039,1794,8054,8193297,8377778,8306739,1.3656622653,2021-04-17 09:40:16.606,2021-08-25 15:35:00.254
168,482,20210416,00:00,112784,103062,70883,1790,7932,8149664,8333331,8262448,1.3650191807,2021-04-16 09:32:10.738,2021-08-25 15:34:45.806
169,481,20210415,00:00,112111,102513,70221,1788,7810,8108789,8291121,8220900,1.3637314649,2021-04-15 09:38:50.34,2021-08-25 15:34:28.391
170,480,20210414,00:00,111413,101983,74627,1782,7648,8059343,8245383,8170756,1.3635580355,2021-04-14 09:33:58.653,2021-08-25 15:34:12.742
171,479,20210413,00:00,110682,101332,85584,1775,7575,8004248,8200514,8114930,1.3639304343,2021-04-13 09:36:30.661,2021-08-25 15:34:01.073
172,478,20210412,00:00,110140,100804,95248,1770,7566,7947390,8152778,8057530,1.3669201355,2021-04-12 09:36:52.596,2021-08-25 15:33:44.423
173,477,20210411,00:00,109553,100109,91909,1768,7676,7928065,8129527,8037618,1.3630033176,2021-04-11 09:36:07.611,2021-08-25 15:33:31.002
174,476,20210410,00:00,108939,99301,90014,1765,7873,7907672,8106625,8016611,1.3589158810,2021-04-10 09:36:31.907,2021-08-25 15:33:21.145
175,475,20210409,00:00,108262,98786,81912,1764,7712,7868933,8059107,7977195,1.3571437077,2021-04-09 09:33:53.3,2021-08-25 15:33:10.666
176,474,20210408,00:00,107591,98360,77994,1759,7472,7826829,8012414,7934420,1.3560033373,2021-04-08 09:30:58.826,2021-08-26 17:44:00.758
177,473,20210407,00:00,106891,97928,74642,1756,7207,7784628,7966161,7891519,1.3545047537,2021-04-07 09:37:24.979,2021-08-25 15:32:48.49
178,472,20210406,00:00,106223,97363,79155,1752,7108,7735906,7921284,7842129,1.3545173765,2021-04-06 09:31:57.498,2021-08-25 15:32:31.147
179,471,20210405,00:00,105746,96900,80497,1748,7098,7682572,7868815,7788318,1.3577514426,2021-04-05 09:44:27.235,2021-08-25 15:32:04.746
180,470,20210404,00:00,105273,96589,79799,1744,6940,7664399,7849471,7769672,1.3549220610,2021-04-04 09:45:05.147,2021-08-26 17:47:03.151
181,469,20210403,00:00,104730,96196,75288,1740,6794,7649578,7829596,7754308,1.3506040771,2021-04-03 09:34:03.806,2021-08-25 15:31:38.369
182,468,20210402,00:00,104187,95861,70752,1737,6589,7613351,7788290,7717538,1.3500030709,2021-04-02 09:54:00.108,2021-08-25 15:31:24.97
183,467,20210401,00:00,103630,95439,68659,1735,6456,7575006,7747295,7678636,1.3495886509,2021-04-01 09:32:19.52,2021-08-25 15:31:08.967
184,466,20210331,00:00,103079,95030,71302,1731,6318,7533412,7707793,7636491,1.3498215345,2021-03-31 09:32:59.933,2021-08-26 17:47:43.908
185,465,20210330,00:00,102573,94563,78424,1729,6281,7482994,7663991,7585567,1.3522126955,2021-03-30 09:39:54.626,2021-08-25 15:30:33.014
186,463,20210329,00:00,102126,94110,78938,1726,6290,7435253,7616317,7537379,1.3549272233,2021-03-29 09:41:57.983,2021-08-26 17:55:16.218
187,462,20210328,00:00,101744,93855,78605,1722,6167,7415235,7595584,7516979,1.3535224722,2021-03-28 11:17:23.373,2021-08-25 15:30:07.337
188,461,20210327,00:00,101262,93475,75174,1721,6066,7396120,7572556,7497382,1.3506314604,2021-03-27 09:53:35.032,2021-08-25 15:29:54.329
189,460,20210326,00:00,100757,92630,77409,1716,6411,7351225,7529391,7451982,1.3520832444,2021-03-26 09:33:28.3,2021-08-25 15:29:37.823
190,459,20210325,00:00,100268,92068,86983,1709,6491,7298601,7485852,7398869,1.3551800957,2021-03-25 09:34:48.91,2021-08-25 15:29:21.838
191,458,20210324,00:00,99838,91560,94326,1707,6571,7247039,7441203,7346877,1.3589175373,2021-03-24 09:35:12.391,2021-08-25 15:29:05.311
192,457,20210323,00:00,99410,91079,100172,1704,6627,7201398,7400980,7300808,1.3616301099,2021-03-23 09:32:10.986,2021-08-25 15:28:51.616
193,456,20210322,00:00,99064,90611,103132,1697,6756,7153758,7355954,7252822,1.3658683475,2021-03-22 10:04:58.004,2021-08-25 15:28:38.652
194,455,20210321,00:00,98649,90328,98308,1696,6625,7135742,7332699,7234391,1.3636116709,2021-03-21 09:53:34.815,2021-08-25 15:28:22.519
195,454,20210320,00:00,98193,89949,93018,1693,6551,7117724,7308935,7215917,1.3607833903,2021-03-20 09:31:53.146,2021-08-25 15:28:09.093
196,453,20210319,00:00,97746,89523,88341,1690,6533,7078844,7264931,7176590,1.3620117632,2021-03-19 09:32:03.884,2021-08-25 15:27:56.572
197,452,20210318,00:00,97283,89178,89722,1688,6417,7031072,7218077,7128355,1.3647328170,2021-03-18 09:38:40.962,2021-08-25 15:27:43.051
198,451,20210317,00:00,96838,88814,83462,1686,6338,6991200,7171500,7088038,1.3662172804,2021-03-17 09:31:37.789,2021-08-26 17:50:10.294
199,450,20210316,00:00,96369,88255,78044,1678,6436,6951654,7126067,7048023,1.3673196015,2021-03-16 09:36:13.502,2021-08-25 15:26:08.439
200,449,20210315,00:00,96006,87754,71590,1675,6577,6917334,7084930,7013340,1.3689055428,2021-03-15 09:51:09.37,2021-08-25 15:25:51.526
201,448,20210314,00:00,95627,87408,69843,1669,6550,6900924,7066394,6996551,1.3667734287,2021-03-14 09:42:57.64,2021-08-25 15:25:39.318
202,447,20210313,00:00,95168,86625,67874,1667,6876,6883733,7046775,6978901,1.3636531024,2021-03-13 09:36:41.886,2021-08-25 15:25:24.143
203,446,20210312,00:00,94678,85743,68738,1662,7273,6849241,7012657,6943919,1.3634663653,2021-03-12 09:49:58.077,2021-08-25 15:25:08.407
204,445,20210311,00:00,94190,84675,68248,1652,7863,6814540,6976978,6908730,1.3633475327,2021-03-11 09:39:02.159,2021-08-25 15:24:55.845
205,444,20210310,00:00,93725,84312,70278,1648,7765,6774874,6938877,6868599,1.3645431914,2021-03-10 09:45:29.181,2021-08-25 15:24:35.013
206,443,20210309,00:00,93255,83900,70501,1645,7710,6739221,6902977,6832476,1.3648785593,2021-03-09 09:52:46.909,2021-08-25 15:24:17.535
207,442,20210308,00:00,92809,83474,67394,1642,7693,6701599,6861802,6794408,1.3659615377,2021-03-08 09:31:46.646,2021-08-25 15:24:00.968
208,441,20210307,00:00,92463,83220,66396,1634,7609,6684260,6843119,6776723,1.3644205318,2021-03-07 09:52:34.246,2021-08-25 15:23:42.884
209,440,20210306,00:00,92047,82913,65171,1632,7502,6664718,6821936,6756765,1.3622939380,2021-03-06 09:40:17.621,2021-08-25 15:23:22.226
210,439,20210305,00:00,91629,82560,63707,1627,7442,6633668,6789004,6725297,1.3624528403,2021-03-05 09:41:54.92,2021-08-25 15:23:07.05
211,438,20210304,00:00,91231,82162,60089,1619,7450,6600573,6751893,6691804,1.3633244488,2021-03-04 09:33:23.999,2021-08-25 15:22:51.317
212,437,20210303,00:00,90807,81700,65867,1612,7495,6559522,6716196,6650329,1.3654512430,2021-03-03 09:33:02.813,2021-08-25 15:22:34.76
213,436,20210302,00:00,90363,81338,73432,1606,7419,6518174,6681969,6608537,1.3673676942,2021-03-02 09:32:41.95,2021-08-25 15:13:13.373
214,435,20210301,00:00,90019,81070,73745,1605,7344,6501983,6665747,6592002,1.3655790759,2021-03-01 09:48:21.402,2021-08-25 15:12:56.796
215,434,20210228,00:00,89664,80697,72889,1603,7364,6486443,6648996,6576107,1.3634814640,2021-02-28 10:24:54.713,2021-08-25 15:12:38.109
216,433,20210227,00:00,89309,80333,68989,1595,7381,6468909,6627207,6558218,1.3617876075,2021-02-27 09:37:27.179,2021-08-25 15:12:10.364
217,431,20210226,00:00,88894,79880,68942,1585,7429,6432206,6590042,6521100,1.3631749244,2021-02-26 09:32:51.735,2021-08-25 15:11:38.153
218,430,20210225,00:00,88507,79487,68672,1581,7439,6394027,6551206,6482534,1.3653148598,2021-02-25 09:31:53.266,2021-08-25 15:10:14.004
219,429,20210224,00:00,88112,79050,74988,1576,7486,6347881,6510981,6435993,1.3690505878,2021-02-24 09:33:42.127,2021-08-25 15:09:55.581
220,428,20210223,00:00,87672,78394,74065,1573,7705,6310934,6472671,6398606,1.3701734409,2021-02-23 09:31:45.903,2021-08-25 15:09:40.652
221,427,20210222,00:00,87316,77887,72461,1562,7867,6269360,6429137,6356676,1.3736109878,2021-02-22 09:30:56.472,2021-08-25 15:09:24.234
222,426,20210221,00:00,86984,77516,73356,1557,7911,6250993,6411333,6337977,1.3724253022,2021-02-21 09:34:28.285,2021-08-25 15:09:02.585
223,425,20210220,00:00,86568,77083,76137,1553,7932,6227919,6390624,6314487,1.3709427226,2021-02-20 09:40:36.883,2021-08-26 17:58:44.982
224,423,20210219,00:00,86120,76513,71116,1550,8057,6188749,6345985,6274869,1.3724589310,2021-02-19 09:33:30.84,2021-08-25 15:08:28.186
225,422,20210218,00:00,85559,75896,70720,1544,8119,6146928,6303207,6232487,1.3727906692,2021-02-18 09:31:33.593,2021-08-25 15:07:58.079
226,421,20210217,00:00,84938,75360,72410,1538,8040,6103212,6260560,6188150,1.3725911621,2021-02-17 09:36:02.951,2021-08-25 15:07:42.144
227,420,20210216,00:00,84317,74551,76897,1534,8232,6052269,6213483,6136586,1.3740050249,2021-02-16 09:31:34.953,2021-08-25 15:07:25.652
228,419,20210215,00:00,83860,73794,80146,1527,8539,5998846,6162852,6082706,1.3786627201,2021-02-15 09:32:45.168,2021-08-26 17:59:38.689
229,418,20210214,00:00,83517,73559,78200,1522,8436,5978362,6140079,6061879,1.3777411261,2021-02-14 09:31:30.401,2021-08-25 15:05:55.26
230,417,20210213,00:00,83191,73227,70251,1514,8450,5961888,6115330,6045079,1.3761772178,2021-02-13 10:09:06.162,2021-08-25 15:05:39.441
231,416,20210212,00:00,82829,72936,80861,1507,8386,5929672,6093362,6012501,1.3776130764,2021-02-12 09:31:24.356,2021-08-25 15:05:21.63
232,415,20210211,00:00,82426,72638,81614,1496,8292,5905961,6070001,5988387,1.3764307483,2021-02-11 09:31:14.234,2021-08-25 15:04:59.728
233,414,20210210,00:00,81922,72226,80076,1486,8210,5868018,6030016,5949940,1.3768542203,2021-02-10 09:33:33.861,2021-08-25 15:04:43.711
234,413,20210209,00:00,81478,71676,82630,1482,8320,5823290,5987398,5904768,1.3798679304,2021-02-09 09:31:54.66,2021-08-25 15:04:29.371
235,412,20210208,00:00,81175,71218,84843,1474,8483,5772170,5938188,5853345,1.3868138645,2021-02-08 09:33:37.055,2021-08-25 15:04:12.933
236,411,20210207,00:00,80887,70865,90751,1471,8551,5745329,5916967,5826216,1.3883282047,2021-02-07 09:36:08.21,2021-08-25 15:03:59.832
237,410,20210206,00:00,80516,70505,97677,1464,8547,5715153,5893346,5795669,1.3892442787,2021-02-06 09:32:30.765,2021-08-25 15:02:54.237
238,409,20210205,00:00,80126,70117,107457,1459,8550,5659591,5847174,5739717,1.3959921717,2021-02-05 09:33:36.664,2021-08-25 15:03:11.32
239,408,20210204,00:00,79756,69704,120538,1448,8604,5602796,5803090,5682552,1.4035243320,2021-02-04 09:37:28.112,2021-08-25 15:02:38.641
240,407,20210203,00:00,79305,69299,138849,1441,8565,5538555,5756709,5617860,1.4116585318,2021-02-03 09:31:25.637,2021-08-25 11:30:38.963
241,405,20210202,00:00,78838,68775,154265,1435,8628,5478305,5711408,5557143,1.4186786267,2021-02-02 09:36:54.134,2021-08-25 11:30:22.793
242,404,20210201,00:00,78502,68309,149456,1425,8768,5433879,5661837,5512381,1.4241033049,2021-02-01 10:15:01.974,2021-08-25 11:29:44.17
243,403,20210131,00:00,78197,67878,149550,1420,8899,5413066,5640813,5491263,1.4240257660,2021-01-31 09:32:09.004,2021-08-26 18:01:18.592
244,402,20210130,00:00,77843,67121,145795,1414,9308,5392886,5616524,5470729,1.4228999462,2021-01-30 09:30:22.952,2021-08-25 11:29:03.448
245,401,20210129,00:00,77387,66503,142753,1399,9485,5349117,5569257,5426504,1.4260931163,2021-01-29 09:37:53.565,2021-08-25 11:28:48.778
246,400,20210128,00:00,76918,66016,139424,1386,9516,5305840,5522182,5382758,1.4289700558,2021-01-28 09:38:09.595,2021-08-25 11:26:53.674
247,399,20210127,00:00,76421,65478,138427,1378,9565,5254392,5469240,5330813,1.4335712019,2021-01-27 09:45:38.773,2021-08-25 11:28:30.479
248,398,20210126,00:00,75862,64793,138624,1371,9698,5208275,5422761,5284137,1.4356554343,2021-01-26 09:41:15.083,2021-08-25 11:28:17.29
249,397,20210125,00:00,75513,62956,134549,1360,11197,5166017,5376079,5241530,1.4406671334,2021-01-25 09:38:09.015,2021-08-25 11:26:34.571
250,396,20210124,00:00,75076,62530,135765,1349,11197,5143501,5354342,5218577,1.4386297260,2021-01-24 09:31:28.637,2021-08-25 11:26:11.522
251,395,20210123,00:00,74684,62044,136629,1337,11303,5118387,5329700,5193071,1.4381471002,2021-01-23 09:40:55.809,2021-08-25 11:25:55.937
252,394,20210122,00:00,74253,61415,133132,1328,11510,5074832,5282217,5149085,1.4420620362,2021-01-22 09:36:14.355,2021-08-26 18:03:22.023
253,393,20210121,00:00,73907,60846,141070,1316,11745,5022620,5237597,5096527,1.4501443826,2021-01-21 09:39:24.111,2021-08-26 18:03:54.893
254,392,20210120,00:00,73507,60180,148141,1300,12027,4970471,5192119,5043978,1.4573219788,2021-01-20 09:38:16.549,2021-08-25 11:25:10.176
255,391,20210119,00:00,73103,59468,154345,1283,12352,4912867,5140315,4985970,1.4661740844,2021-01-19 09:39:49.588,2021-08-25 11:24:56.194
256,390,20210118,00:00,72717,58723,158035,1264,12730,4856457,5087209,4929174,1.4752370275,2021-01-18 09:38:38.427,2021-08-25 11:24:41.468
257,387,20210116,00:00,71808,57554,155639,1236,13018,4804813,5032260,4876621,1.4724949919,2021-01-16 09:49:04.497,2021-08-26 18:04:09.02
258,386,20210115,00:00,71228,56536,162323,1217,13475,4744512,4978063,4815740,1.4790665609,2021-01-15 09:39:30.22,2021-08-25 11:27:51.046
259,385,20210114,00:00,70716,55772,169742,1195,13749,4684890,4925348,4755606,1.4870029182,2021-01-14 09:35:43.906,2021-08-25 11:22:51.615
260,384,20210113,00:00,70192,54636,182914,1185,14371,4619195,4872301,4689387,1.4968267707,2021-01-13 09:37:24.087,2021-08-25 11:22:37.307
261,383,20210112,00:00,69631,53569,186770,1165,14897,4557666,4814067,4627297,1.5047877843,2021-01-12 09:36:03.299,2021-08-25 11:22:19.907
262,382,20210111,00:00,69094,52552,189763,1140,15402,4492809,4751666,4561903,1.5145872237,2021-01-11 09:40:23.425,2021-08-25 11:21:58.301
263,381,20210110,00:00,68643,50409,191454,1125,17109,4463347,4723444,4531990,1.5146326448,2021-01-10 09:25:25.617,2021-08-25 11:21:42.963
264,380,20210109,00:00,67986,49324,185923,1100,17562,4435695,4689604,4503681,1.5095651756,2021-01-09 09:41:10.876,2021-08-25 11:21:26.225
265,379,20210108,00:00,67345,48369,190452,1081,17895,4372195,4629992,4439540,1.5169364393,2021-01-08 09:37:55.083,2021-08-25 11:21:09.31
266,378,20210107,00:00,66671,47649,191762,1046,17976,4311363,4569796,4378034,1.5228524949,2021-01-07 09:38:10.203,2021-08-25 11:20:55.268
267,377,20210106,00:00,65802,46995,192082,1027,17780,4246969,4504853,4312771,1.5257475993,2021-01-06 09:35:00.362,2021-08-25 11:20:27.07
268,376,20210105,00:00,64964,46172,193751,1007,17785,4180632,4439347,4245596,1.5301503016,2021-01-05 09:35:18.724,2021-08-25 11:20:01.064
269,375,20210104,00:00,64250,45240,190732,981,18029,4121613,4376595,4185863,1.5349284006,2021-01-04 09:33:08.918,2021-08-25 11:19:44.392
270,374,20210103,00:00,63230,44507,186472,962,17761,4091123,4340825,4154353,1.5220179893,2021-01-03 09:31:48.677,2021-08-25 11:19:15.468
271,373,20210102,00:00,62573,43578,179387,942,18053,4060820,4302780,4123393,1.5175123981,2021-01-02 09:34:52.775,2021-08-25 11:19:00.35
272,372,20210101,00:00,61753,42953,176927,917,17883,4030623,4269303,4092376,1.5089766922,2021-01-01 09:36:53.691,2021-08-25 11:18:44.369
